epoch,loss
0,0.0558339639081
1,0.00610396584451
2,0.00618676540716
3,0.00499978302481
4,0.00380476805361
5,0.00280072600102
6,0.00202198354312
7,0.00146597308836
8,0.00110365307604
9,0.000887944510871
10,0.000770396926617
11,0.000710612892538
12,0.000681306596541
13,0.000666815859114
14,0.000659286027444
15,0.000655118772453
16,0.000652701436779
17,0.000651256530391
18,0.000650414499722
19,0.000649912657071
20,0.000649635913305
21,0.000649458266769
22,0.00064932404257
23,0.000649186812707
24,0.000649017956799
25,0.000648785897831
26,0.000648489632547
27,0.000648114747626
28,0.000647672151558
29,0.000647133848743
30,0.000646500651979
31,0.000645790308257
32,0.000645007670104
33,0.00064414854974
34,0.000643200897571
35,0.000642194107896
36,0.000641100603978
37,0.000639959522625
38,0.000638749529096
39,0.000637490166438
40,0.00063619995406
41,0.00063482640892
42,0.000633449307202
43,0.000632058250072
44,0.000630624646709
45,0.000629184007752
46,0.000627758712447
47,0.000626317614526
48,0.000624898213852
49,0.000623506259661
50,0.000622107592025
51,0.000620770588233
52,0.000619452068618
53,0.000618166424281
54,0.000616933245138
55,0.000615737491268
56,0.000614591600259
57,0.000613502983304
58,0.000612455316379
59,0.000611441531636
