epoch,loss
0,0.0401827735932
1,0.00421158490694
2,0.00415092876165
3,0.00304592693427
4,0.0021494924105
5,0.00149581793767
6,0.0010728785429
7,0.000830855065374
8,0.000708618669622
9,0.000653309136613
10,0.000630089050694
11,0.000620600961249
12,0.000616697831395
13,0.000615132465999
14,0.000614621270136
15,0.000614622593916
16,0.000614876970841
17,0.000615264435365
18,0.000615714826712
19,0.000616173207773
20,0.000616623366434
21,0.000617041495182
22,0.000617420444562
23,0.000617756200354
24,0.000618039712001
25,0.000618259713189
26,0.000618416443744
27,0.000618513376263
28,0.00061853326345
29,0.000618484280939
30,0.000618353373552
31,0.000618145153649
32,0.000617879695576
33,0.000617543846943
34,0.000617137901486
35,0.000616670953439
36,0.000616152554109
37,0.00061559359606
38,0.000614982380997
39,0.000614346612224
40,0.000613673769604
41,0.000612990099595
42,0.00061229144351
43,0.000611597731232
44,0.000610896131971
45,0.000610213431628
46,0.000609538653149
47,0.00060887902342
48,0.000608243243732
49,0.000607630796697
50,0.000607041857496
51,0.000606477897742
52,0.000605941144386
53,0.000605420249971
54,0.000604934265911
55,0.000604444340679
56,0.000603993221417
57,0.000603549087486
58,0.000603127642369
59,0.000602717826155
