epoch,loss
0,0.000725689962091
1,0.00119430010817
2,0.000303017186188
3,0.000281805402892
4,0.000281392002295
5,0.000278779973089
6,0.000276023448334
7,0.000273693845907
8,0.000271819770305
9,0.000270308755777
10,0.000269113035012
11,0.000268145742087
12,0.000267346799482
13,0.000266663817911
14,0.000266107538161
15,0.000265602412819
16,0.000265148974327
17,0.00026477159754
18,0.000264405749168
19,0.000264049242204
20,0.000263719603929
21,0.000263424549317
22,0.000263127090327
23,0.000262834066441
24,0.000262572782829
25,0.000262285585901
26,0.000262023187474
27,0.000261766673757
28,0.000261505176061
29,0.000261246425759
30,0.000260991430298
31,0.000260727853542
32,0.00026045844977
33,0.000260203041133
34,0.0002599634939
35,0.000259704983977
36,0.000259470552386
37,0.000259225921672
38,0.000258979886102
39,0.000258735168655
40,0.000258488580029
41,0.000258244757672
42,0.000258012266523
43,0.000257777906006
44,0.000257536537695
45,0.000257308773392
46,0.000257074766508
47,0.000256834233581
48,0.00025661747309
49,0.000256382092476
50,0.000256170539246
51,0.000255935568755
52,0.000255715690824
53,0.000255489880609
54,0.000255289050845
55,0.000255074157115
56,0.000254848230494
57,0.000254632254053
58,0.000254418018571
59,0.000254205942709
