epoch,loss
0,0.0359862446506
1,0.00418545835543
2,0.00349144384555
3,0.00259054538194
4,0.00188656551045
5,0.00140921920336
6,0.00111487049846
7,0.000944312459947
8,0.000847372268812
9,0.000790567480304
10,0.000755377318972
11,0.000732456514098
12,0.000717118025147
13,0.000706727143076
14,0.000699668837941
15,0.000694868748393
16,0.000691567377885
17,0.0006892458406
18,0.00068755194253
19,0.00068624731154
20,0.000685193202809
21,0.000684273060498
22,0.000683417184777
23,0.000682587740078
24,0.000681747189198
25,0.000680878600292
26,0.000679952869436
27,0.000678963837676
28,0.000677908429431
29,0.000676774136991
30,0.000675546576934
31,0.000674262947107
32,0.000672877147115
33,0.000671430468349
34,0.000669908626244
35,0.000668310230667
36,0.000666674636663
37,0.000664984608741
38,0.000663277805984
39,0.000661554332406
40,0.000659813364977
41,0.000658075792072
42,0.000656353877224
43,0.000654655722873
44,0.000652986463882
45,0.000651353967318
46,0.000649753103909
47,0.000648203616203
48,0.000646713382666
49,0.000645268920142
50,0.000643884789063
51,0.000642557726658
52,0.00064127549151
53,0.000640039906671
54,0.000638841935194
55,0.000637701874966
56,0.000636608117568
57,0.000635533853742
58,0.000634510898149
59,0.00063351590738
