epoch,loss
0,0.034056848373
1,0.00516132965409
2,0.00400006251671
3,0.00277462545455
4,0.00184903268427
5,0.00125535923234
6,0.000923137045768
7,0.000761080831673
8,0.000691082949257
9,0.000663320291138
10,0.000652879347213
11,0.000649278240293
12,0.000648456566203
13,0.000648856159759
14,0.000649789138069
15,0.000650950483212
16,0.000652191068029
17,0.000653422426105
18,0.000654545005421
19,0.000655549610542
20,0.000656388589608
21,0.000657086429132
22,0.000657576089793
23,0.000657828805805
24,0.000657908042523
25,0.000657804414418
26,0.000657468786544
27,0.000656908791391
28,0.000656176326019
29,0.000655255102319
30,0.000654098837014
31,0.00065282273402
32,0.000651409631597
33,0.000649804963866
34,0.000648110820686
35,0.000646332686756
36,0.000644471957437
37,0.000642568182291
38,0.00064063651006
39,0.000638697517667
40,0.00063677934736
41,0.000634848928598
42,0.000632993576005
43,0.000631163567236
44,0.000629428260337
45,0.00062774739301
46,0.00062616395645
47,0.000624643813849
48,0.000623239367862
49,0.000621894901098
50,0.000620649867756
51,0.000619489288666
52,0.000618427361184
53,0.000617402183459
54,0.000616482930396
55,0.000615617882039
56,0.000614791285174
57,0.000614063840926
58,0.000613341923854
59,0.000612663601797
