epoch,loss
0,0.00282029433399
1,0.00369518206217
2,0.000773799999671
3,0.000341568175101
4,0.000268697172537
5,0.000249684284564
6,0.000246777317441
7,0.000249505601304
8,0.000253838394084
9,0.000258183079845
10,0.000262085939427
11,0.000265521876642
12,0.000268481217961
13,0.000271091497861
14,0.000273408559627
15,0.000275459898451
16,0.000277309765065
17,0.000278974080018
18,0.000280448002054
19,0.000281788280346
20,0.000282969090579
21,0.000284044319705
22,0.000284989184208
23,0.000285879727905
24,0.000286633349484
25,0.000287329021822
26,0.000287990039052
27,0.000288517614605
28,0.000289072115498
29,0.000289496802851
30,0.000289928310954
31,0.000290314062189
32,0.000290662285189
33,0.000290974334317
34,0.000291232357747
35,0.000291482010426
36,0.000291708186282
37,0.000291905141224
38,0.000292088899552
39,0.000292258724651
40,0.000292370026731
41,0.000292513067161
42,0.000292626015308
43,0.000292698462446
44,0.000292836967557
45,0.000292904018126
46,0.000293017195653
47,0.000293095824986
48,0.000293194533945
49,0.00029325453313
50,0.000293308132264
51,0.00029340596211
52,0.000293468220792
53,0.000293558193782
54,0.000293641284928
55,0.000293709810652
56,0.000293793994608
57,0.000293873046447
58,0.000293969366327
59,0.000294037065972
