epoch,loss
0,0.0013158875896
1,0.00174964373117
2,0.000355325077224
3,0.000277946545093
4,0.000277041839285
5,0.000280981287372
6,0.000284057573778
7,0.000286329408658
8,0.000288236415773
9,0.000290124139506
10,0.000292160763853
11,0.000294389270385
12,0.000296860250401
13,0.000299475842575
14,0.00030232073163
15,0.00030521687582
16,0.000308162382609
17,0.000311076072066
18,0.000313859989667
19,0.000316470930537
20,0.000318909993645
21,0.000321080393677
22,0.000322981918594
23,0.000324658962539
24,0.000326056292814
25,0.000327161355633
26,0.000328063487722
27,0.000328741587458
28,0.000329227164158
29,0.000329523265588
30,0.000329718643058
31,0.000329726999118
32,0.000329675291973
33,0.00032955281936
34,0.000329237932938
35,0.000329015614348
36,0.00032865192499
37,0.000328333541898
38,0.000327834487693
39,0.000327459265511
40,0.000327019633399
41,0.000326519637732
42,0.000326060313331
43,0.000325691370011
44,0.00032516550506
45,0.000324704817391
46,0.00032427746708
47,0.000323839030904
48,0.000323444548856
49,0.000323020960467
50,0.000322598647169
51,0.000322125621125
52,0.000321737527987
53,0.000321226847825
54,0.000320801831347
55,0.000320459930979
56,0.000319962526045
57,0.000319532583499
58,0.00031918348406
59,0.000318769157182
